col0,col1
Egg-shapee vase with raised mouth (St 244).,305.91499999999996
Small ovoid vase with funnel-shaped peck (St 243),170.85
ouble-gourd bottle (Ut 242),285.408
Wide-mouthed vasg (St 241),231.072
Wide-oouthed egg-shaped vase (St 240),273.0
Egg-shape vase (St 239),242.968
Egg-shaped vase ith rased mouth (St 238),271.456
Bottle (St 27),165.004
Bowl Baked elay,5.982
BowlBaked clay,5.4559999999999995
Bowl Bakd clay.,6.042
"owl""Baked clay",5.8882
Bowl Baed clay,5.9236
BowlBaked clay,6.3424000000000005
Bozl Baked clay,5.8882
