col0,col1,col2,col3
7:799) 2001 QV88,269.8045647018736,,18.384037485470294
3487 Venkatesh,1.1649596403360762,15.709199999999997,4.41614
8986 ineyayasuyo.,1.4594352099999999,13.3056,1.3490027299999998
28 indemannia,1.778253758247699,10.421520000000001,1.1280829657272449
(130377)!2000 GJ183,188.64970457300367,,9.103784516289497
2087 MacGregor,7.713355920000001,14.342899999999998,1.9818706813342726
3447 Burckhdlter.,0.6945438499999999,12.2166,20.802382444345014
(179070) 2004 TC197,211.55677739313725,,8.276966241096364
48458Merian,1.6032000000000002,13.6818,11.8472
(16950) 1998 Q,7.257957482006204,14.270999999999997,7.410498153475538
