col0,col1,col2
[KEC2012] 217.210340+35.209870,35.20987,50158
[KEC2012] 218.071974+35.239754,35.239754,95690
[KEC2012] 217.388532+35.235609,35.235609,122121
[KEC2012] 217.797513+35.179896,35.179896,102878
[KEC2012] 216.967892+35.220317,35.220317,85729
[KEC2012] 218.980230+35.145093,35.145093,120980
[KEC2012] 217.594864+35.174036,35.174036,101578
[KEC2012] 217.074039+35.249146,35.249146,75384
[KEC2012] 217.037318+35.129454,35.129454,52606
[KEC2012] 217.971061+35.111100,35.1111,85318
[KEC2012] 219.310225+35.230786,35.230786,91775
[KEC2012] 217.828128+35.108798,35.108798,160872
[KEC2012] 219.091524+35.167946,35.167946,110633
[KEC2012] 219.274379+35.164614,35.164614,84700
2MASS J14351223+3508082,35.135624,55746
[KEC2012] 217.131630+35.241864,35.241864,92368
