col0,col1,col2
Van Nicolás,102.616,480.916
San Picolás,75.25019999999999,633.896
El Pdraíso,352.9942,809.647
El Praíso,257.0,609.465
Magdalen,40.3,299.4
Apccilagua.,228.043,354.765
Sn Pedro Sula,850.3059,82.336
rada,103.30899999999998,435.31
Trujllo,948.5136,14.955
Veracru{,33.962559999999996,1086.5529999999999
Yamaraguild,300.4848,1776.596
Saq Pedro de Tutule,47.214999999999996,1311.408
Armecina,99.49640000000001,130.0
San José del#Potrero,198.10170000000002,750.2439999999999
Yuyupe,64.53084000000001,771.8399999999999
San Jotge,58.55776,905.0729999999999
Gurizama,161.0818,753.49
