LCV5KK3V37HW,0,1,http://www.wikidata.org/prop/direct/P3157
X205ZIS9BZ8P,0,1,http://www.wikidata.org/prop/direct/P3157
F109YH5WRXD3,0,1,http://www.wikidata.org/prop/direct/P2053
RQBKHTKX80HK,0,1,http://www.wikidata.org/prop/direct/P2044
RQBKHTKX80HK,0,2,http://www.wikidata.org/prop/direct/P2043
VPQ1L3UAQ5NB,0,1,http://www.wikidata.org/prop/direct/P2049
TT9RWD687V1U,0,1,http://www.wikidata.org/prop/direct/P1082
5THUDH0DSNN9,0,1,http://www.wikidata.org/prop/direct/P2216
CSVV9USU139R,0,1,http://www.wikidata.org/prop/direct/P2216
KY57GL5ERH2N,0,1,http://www.wikidata.org/prop/direct/P2213
KY57GL5ERH2N,0,2,http://www.wikidata.org/prop/direct/P1457
KY57GL5ERH2N,0,3,http://www.wikidata.org/prop/direct/P2045
NPK0WVYHYPKR,0,1,http://www.wikidata.org/prop/direct/P2052
NPK0WVYHYPKR,0,2,http://www.wikidata.org/prop/direct/P1083
NPK0WVYHYPKR,0,3,http://www.wikidata.org/prop/direct/P2043
1FT5RLG5K5UP,0,1,http://www.wikidata.org/prop/direct/P4511
1FT5RLG5K5UP,0,2,http://www.wikidata.org/prop/direct/P2527
DCXBN9Z30XWZ,0,1,http://www.wikidata.org/prop/direct/P7015
DCXBN9Z30XWZ,0,2,http://www.wikidata.org/prop/direct/P1090
DCXBN9Z30XWZ,0,3,http://www.wikidata.org/prop/direct/P2583
SDS0ZTPY5QHP,0,1,http://www.wikidata.org/prop/direct/P1082
SDS0ZTPY5QHP,0,2,http://www.wikidata.org/prop/direct/P4841
1BV5KL3OW6DA,0,1,http://www.wikidata.org/prop/direct/P6258
LTWUNNVBK0WK,0,1,http://www.wikidata.org/prop/direct/P2216
ZYK25QKZA6ZU,0,1,http://www.wikidata.org/prop/direct/P2583
ZYK25QKZA6ZU,0,2,http://www.wikidata.org/prop/direct/P1215
8X9A5U2P3E2G,0,1,http://www.wikidata.org/prop/direct/P4519
5T6879K3KGPG,0,1,http://www.wikidata.org/prop/direct/P1868
1PI46HEYI9A3,0,1,http://www.wikidata.org/prop/direct/P1868
W64MT0G7I0TC,0,1,http://www.wikidata.org/prop/direct/P2043
W64MT0G7I0TC,0,2,http://www.wikidata.org/prop/direct/P2049
7QF1G7J6R0W8,0,1,http://www.wikidata.org/prop/direct/P1093
0I3IHVW5Y0AK,0,1,http://www.wikidata.org/prop/direct/P2160
0I3IHVW5Y0AK,0,2,http://www.wikidata.org/prop/direct/P1148
D4TQJWX4IISC,0,1,http://www.wikidata.org/prop/direct/P2234
D4TQJWX4IISC,0,2,http://www.wikidata.org/prop/direct/P2043
O7UDO40WJ7ZB,0,1,http://www.wikidata.org/prop/direct/P2234
O7UDO40WJ7ZB,0,2,http://www.wikidata.org/prop/direct/P2043
HIUPSSZELQXU,0,1,http://www.wikidata.org/prop/direct/P2046
TMVRJSVHL2BC,0,1,http://www.wikidata.org/prop/direct/P2046
4BKYGJYJZHZS,0,1,http://www.wikidata.org/prop/direct/P2046
89QN62CISX09,0,1,http://www.wikidata.org/prop/direct/P2046
1VNDVXAQ8IDM,0,1,http://www.wikidata.org/prop/direct/P1082
2513OV4U320D,0,1,http://www.wikidata.org/prop/direct/P2262
2513OV4U320D,0,2,http://www.wikidata.org/prop/direct/P2261
KC2FKV56ZL5P,0,1,http://www.wikidata.org/prop/direct/P4519
KC2FKV56ZL5P,0,2,http://www.wikidata.org/prop/direct/P1093
VI3529XKR4LC,0,1,http://www.wikidata.org/prop/direct/P1093
TZCXEG8VEBHD,0,1,http://www.wikidata.org/prop/direct/P2044
4IIUZ7N0SFT0,0,1,http://www.wikidata.org/prop/direct/P7422
4IIUZ7N0SFT0,0,2,http://www.wikidata.org/prop/direct/P2044
4IIUZ7N0SFT0,0,3,http://www.wikidata.org/prop/direct/P6591
7CG9MYZ4J2EP,0,1,http://www.wikidata.org/prop/direct/P2261
7CG9MYZ4J2EP,0,2,http://www.wikidata.org/prop/direct/P1093
344T6A1YXLU7,0,1,http://www.wikidata.org/prop/direct/P2261
344T6A1YXLU7,0,2,http://www.wikidata.org/prop/direct/P1093
HZG52C69YSFQ,0,1,http://www.wikidata.org/prop/direct/P2261
DXP0OR5TWJBI,0,1,http://www.wikidata.org/prop/direct/P1457
DXP0OR5TWJBI,0,2,http://www.wikidata.org/prop/direct/P6258
6MGEUYPYNMA4,0,1,http://www.wikidata.org/prop/direct/P2067
6MGEUYPYNMA4,0,2,http://www.wikidata.org/prop/direct/P1971
GP9PF924H1YL,0,1,http://www.wikidata.org/prop/direct/P6509
GP9PF924H1YL,0,2,http://www.wikidata.org/prop/direct/P2048
5MWEZ3REBQ4U,0,2,http://www.wikidata.org/prop/direct/P2044
3RZB2I729LV7,0,1,http://www.wikidata.org/prop/direct/P6257
3RZB2I729LV7,0,2,http://www.wikidata.org/prop/direct/P2146
3RZB2I729LV7,0,3,http://www.wikidata.org/prop/direct/P2233
Y1KA2CPKJZOG,0,1,http://www.wikidata.org/prop/direct/P1098
4YC7G5XTGNED,0,1,http://www.wikidata.org/prop/direct/P2043
U2XH1SAO0QI1,0,1,http://www.wikidata.org/prop/direct/P2044
2UZ2Z22D5PFT,0,1,http://www.wikidata.org/prop/direct/P2044
2UZ2Z22D5PFT,0,2,http://www.wikidata.org/prop/direct/P2225
QDW1ZYHT8USE,0,1,http://www.wikidata.org/prop/direct/P2927
QDW1ZYHT8USE,0,2,http://www.wikidata.org/prop/direct/P2046
1BA9KU84MLGS,0,1,http://www.wikidata.org/prop/direct/P2044
PL88TXSAFT3Z,0,1,http://www.wikidata.org/prop/direct/P2049
PL88TXSAFT3Z,0,2,http://www.wikidata.org/prop/direct/P2043
94S77B3VVWCX,0,1,http://www.wikidata.org/prop/direct/P5595
94S77B3VVWCX,0,2,http://www.wikidata.org/prop/direct/P1103
IGKJRB824JTE,0,1,http://www.wikidata.org/prop/direct/P2043
IGKJRB824JTE,0,2,http://www.wikidata.org/prop/direct/P2049
EJ4LMILUSI59,0,1,http://www.wikidata.org/prop/direct/P2048
EJ4LMILUSI59,0,2,http://www.wikidata.org/prop/direct/P2049
2VRGVHVRP54F,0,1,http://www.wikidata.org/prop/direct/P1872
MRCQRP247VKN,0,1,http://www.wikidata.org/prop/direct/P2048
MRCQRP247VKN,0,2,http://www.wikidata.org/prop/direct/P2049
F33JCKOGFAR4,0,1,http://www.wikidata.org/prop/direct/P1082
F33JCKOGFAR4,0,2,http://www.wikidata.org/prop/direct/P2046
F33JCKOGFAR4,0,3,http://www.wikidata.org/prop/direct/P1538
SX34MF585IZF,0,1,http://www.wikidata.org/prop/direct/P2046
TPCV6EZ0AKU4,0,1,http://www.wikidata.org/prop/direct/P2139
EUPWDFLNH3Y3,0,1,http://www.wikidata.org/prop/direct/P2043
EUPWDFLNH3Y3,0,2,http://www.wikidata.org/prop/direct/P1314
KHY0D7VOS9WY,0,1,http://www.wikidata.org/prop/direct/P2043
KHY0D7VOS9WY,0,2,http://www.wikidata.org/prop/direct/P1314
M9Y98S2DSF2Y,0,1,http://www.wikidata.org/prop/direct/P2043
Y58Y82MCNCG2,0,1,http://www.wikidata.org/prop/direct/P2046
Y4TAD25FML6Z,0,1,http://www.wikidata.org/prop/direct/P2044
2X5XLN47NQFA,0,1,http://www.wikidata.org/prop/direct/P2216
2X5XLN47NQFA,0,2,http://www.wikidata.org/prop/direct/P1215
ND9ZCC0SKKQ1,0,1,http://www.wikidata.org/prop/direct/P2044
ND9ZCC0SKKQ1,0,2,http://www.wikidata.org/prop/direct/P2046
B39NDIVK2Z30,0,1,http://www.wikidata.org/prop/direct/P2044
