LCV5KK3V37HW,0,http://www.wikidata.org/entity/Q8036
X205ZIS9BZ8P,0,http://www.wikidata.org/entity/Q8036
F109YH5WRXD3,0,http://www.wikidata.org/entity/Q4022
RQBKHTKX80HK,0,http://www.wikidata.org/entity/Q4022
VPQ1L3UAQ5NB,0,http://www.wikidata.org/entity/Q4006
TT9RWD687V1U,0,http://www.wikidata.org/entity/Q3957
5THUDH0DSNN9,0,http://www.wikidata.org/entity/Q3937
CSVV9USU139R,0,http://www.wikidata.org/entity/Q3937
KY57GL5ERH2N,0,http://www.wikidata.org/entity/Q3863
NPK0WVYHYPKR,0,http://www.wikidata.org/entity/Q2811
1FT5RLG5K5UP,0,http://www.wikidata.org/entity/Q7944
DCXBN9Z30XWZ,0,http://www.wikidata.org/entity/Q6999
SDS0ZTPY5QHP,0,http://www.wikidata.org/entity/Q6256
1BV5KL3OW6DA,0,http://www.wikidata.org/entity/Q5898
LTWUNNVBK0WK,0,http://www.wikidata.org/entity/Q11282
ZYK25QKZA6ZU,0,http://www.wikidata.org/entity/Q13890
8X9A5U2P3E2G,0,http://www.wikidata.org/entity/Q15276
5T6879K3KGPG,0,http://www.wikidata.org/entity/Q40231
1PI46HEYI9A3,0,http://www.wikidata.org/entity/Q40231
W64MT0G7I0TC,0,http://www.wikidata.org/entity/Q17210
7QF1G7J6R0W8,0,http://www.wikidata.org/entity/Q17210
0I3IHVW5Y0AK,0,http://www.wikidata.org/entity/Q19529
D4TQJWX4IISC,0,http://www.wikidata.org/entity/Q23397
O7UDO40WJ7ZB,0,http://www.wikidata.org/entity/Q23397
HIUPSSZELQXU,0,http://www.wikidata.org/entity/Q23397
TMVRJSVHL2BC,0,http://www.wikidata.org/entity/Q23397
4BKYGJYJZHZS,0,http://www.wikidata.org/entity/Q23397
89QN62CISX09,0,http://www.wikidata.org/entity/Q24746
1VNDVXAQ8IDM,0,http://www.wikidata.org/entity/Q24746
2513OV4U320D,0,http://www.wikidata.org/entity/Q105999
KC2FKV56ZL5P,0,http://www.wikidata.org/entity/Q105999
VI3529XKR4LC,0,http://www.wikidata.org/entity/Q25653
TZCXEG8VEBHD,0,http://www.wikidata.org/entity/Q34763
4IIUZ7N0SFT0,0,http://www.wikidata.org/entity/Q35657
7CG9MYZ4J2EP,0,http://www.wikidata.org/entity/Q39804
344T6A1YXLU7,0,http://www.wikidata.org/entity/Q39804
HZG52C69YSFQ,0,http://www.wikidata.org/entity/Q39804
DXP0OR5TWJBI,0,http://www.wikidata.org/entity/Q523
6MGEUYPYNMA4,0,http://www.wikidata.org/entity/Q5
GP9PF924H1YL,0,http://www.wikidata.org/entity/Q5
5MWEZ3REBQ4U,0,http://www.wikidata.org/entity/Q8502
3RZB2I729LV7,0,http://www.wikidata.org/entity/Q44559
Y1KA2CPKJZOG,0,http://www.wikidata.org/entity/Q45762
4YC7G5XTGNED,0,http://www.wikidata.org/entity/Q46622
U2XH1SAO0QI1,0,http://www.wikidata.org/entity/Q47053
2UZ2Z22D5PFT,0,http://www.wikidata.org/entity/Q47521
VGIPLTD9E6ZB,0,http://www.wikidata.org/entity/Q48498
QDW1ZYHT8USE,0,http://www.wikidata.org/entity/Q50337
1BA9KU84MLGS,0,http://www.wikidata.org/entity/Q54050
PL88TXSAFT3Z,0,http://www.wikidata.org/entity/Q54114
94S77B3VVWCX,0,http://www.wikidata.org/entity/Q55488
ANM17AM1MQ8Z,0,http://www.wikidata.org/entity/Q60186
IGKJRB824JTE,0,http://www.wikidata.org/entity/Q79007
EJ4LMILUSI59,0,http://www.wikidata.org/entity/Q79218
4TYEIN37PA9T,0,http://www.wikidata.org/entity/Q79602
2VRGVHVRP54F,0,http://www.wikidata.org/entity/Q131436
MRCQRP247VKN,0,http://www.wikidata.org/entity/Q134307
F33JCKOGFAR4,0,http://www.wikidata.org/entity/Q137535
SX34MF585IZF,0,http://www.wikidata.org/entity/Q149621
TPCV6EZ0AKU4,0,http://www.wikidata.org/entity/Q155271
NKWAOQ54EDJP,0,http://www.wikidata.org/entity/Q157031
EUPWDFLNH3Y3,0,http://www.wikidata.org/entity/Q158218
KHY0D7VOS9WY,0,http://www.wikidata.org/entity/Q158218
QY5UP6DH5GM5,0,http://www.wikidata.org/entity/Q158454
M9Y98S2DSF2Y,0,http://www.wikidata.org/entity/Q159675
Y58Y82MCNCG2,0,http://www.wikidata.org/entity/Q162875
Y4TAD25FML6Z,0,http://www.wikidata.org/entity/Q163301
2X5XLN47NQFA,0,http://www.wikidata.org/entity/Q213930
ND9ZCC0SKKQ1,0,http://www.wikidata.org/entity/Q166735
B39NDIVK2Z30,0,http://www.wikidata.org/entity/Q166735
1WHCF734J714,0,http://www.wikidata.org/entity/Q169336
HQPDNI8H0W60,0,http://www.wikidata.org/entity/Q178743
XNZ3QQRI7J4T,0,http://www.wikidata.org/entity/Q178743
Q6WH7AVGHT0U,0,http://www.wikidata.org/entity/Q182531
UA5Y8M5QC52T,0,http://www.wikidata.org/entity/Q184348
HKJ5U5K97T1X,0,http://www.wikidata.org/entity/Q185113
TIW4X3YUH84C,0,http://www.wikidata.org/entity/Q187971
V9UTAA0X8PCB,0,http://www.wikidata.org/entity/Q188025
DTF9K4EQPNRI,0,http://www.wikidata.org/entity/Q190107
5JZRBJ88U9W1,0,http://www.wikidata.org/entity/Q191851
4H0EM90OXTEQ,0,http://www.wikidata.org/entity/Q191851
JCLXWZO142CX,0,http://www.wikidata.org/entity/Q192078
TQP79HKBGMZS,0,http://www.wikidata.org/entity/Q192287
GA4M2IBQT5AO,0,http://www.wikidata.org/entity/Q192611
8FZS2KIHNXBG,0,http://www.wikidata.org/entity/Q194408
GR7RPCYLLT2O,0,http://www.wikidata.org/entity/Q203958
WJEKPAEGS38I,0,http://www.wikidata.org/entity/Q204324
JJV0SSDRM4D6,0,http://www.wikidata.org/entity/Q378508
H2QIXXYHRW8L,0,http://www.wikidata.org/entity/Q229390
ZSNYKB1CTVQM,0,http://www.wikidata.org/entity/Q245016
SXNXYT9E2IAC,0,http://www.wikidata.org/entity/Q261604
THI6QHI471AU,0,http://www.wikidata.org/entity/Q331795
GUFDMM6ML0S8,0,http://www.wikidata.org/entity/Q336144
KN4GG28GT0UP,0,http://www.wikidata.org/entity/Q659103
2VTQBIWDYIML,0,http://www.wikidata.org/entity/Q667509
