col0,col1,col2,col3,"Metadata:CTA:[0],CPA:[[0, 1], [0, 2], [0, 3]]"
7:799) 2001 QV88,269.8045647018736,,18.38403748547029,[0]
3487 Venkatesh,1.1649596403360762,15.709199999999996,4.41614,[0]
8986 ineyayasuyo.,1.45943521,13.3056,1.3490027299999998,[0]
28 indemannia,1.778253758247699,10.42152,1.1280829657272449,[0]
(130377)!2000 GJ183,188.64970457300367,,9.103784516289496,[0]
2087 MacGregor,7.713355920000001,14.342899999999998,1.9818706813342728,[0]
3447 Burckhdlter.,0.6945438499999999,12.2166,20.80238244434501,[0]
(179070) 2004 TC197,211.55677739313725,,8.276966241096364,[0]
48458Merian,1.6032000000000002,13.6818,11.8472,[0]
(16950) 1998 Q,7.257957482006204,14.270999999999995,7.410498153475538,[0]
