col0,col1,col2,"Metadata:CTA:[0],CPA:[[0, 1], [0, 2]]"
HD 88263,152.3255685260268,7.95,[0]
HD 42908,93.4257435972079,8.1,[0]
SS 142,114.0917466937947,12.43,[0]
HD 303534,163.5912652226526,9.9,[0]
Upsilon Cygni,319.47952439517,4.42,[0]
HD 39984,89.1842685258414,9.2,[0]
HD 172122,279.8,8.81,[0]
TYC 4812-2496-1,101.523574115617,10.2,[0]
HD 303216,159.846143119056,10.64,[0]
2MASS J01552610+6250564,28.8588394941703,12.58,[0]
V747 Monocerotis,104.2894984378895,8.1,[0]
HD 106309,183.5073783037169,8.81,[0]
