col0,col1,"Metadata:CTA:[0],CPA:[[0, 1]]"
The Impact of the Occupational Safety and Health Act of 1970 on the Practice of Medicine,,[0]
Evaluation of the TCLP method for two mill tailings,,[0]
Beware the Middleman: Empirical Analysis of Bitcoin-Exchange Risk,9.0,[0]
Pathological studies of asbestotic pleural plaques - preliminary explorations of histogenesis,,[0]
"""Advance and relieve"" mining: a method to mitigate the effects of high horizontal stress on the mine roof",,[0]
El español en Canarias y América: aproximación a sus relaciones históricas,14.0,[0]
Mechanisms of crystalline silica and coal-induced emphysema development,,[0]
Evaluation of instability of underground openings in rock masses of varying quality: a parametric study using the distinct element method,,[0]
Educational Standards-Setting Programs of the ACR Task Force on Pneumoconiosis in Support of NIOSH,,[0]
Optimizing SHA256 in Bitcoin Mining,14.0,[0]
"Introduzione - Conservare il Novecento : la fotografia specchio del secolo : convegno nazionale, Ferrara, Salone internazionale dell'arte del restauro e della conservazione dei beni culturali e ambientali, 4 aprile 2003 : atti",3.0,[0]
Lung function with asbestos-related circumscribed plaques,,[0]
Training Recurrent Neural Networks via Forward Propagation Through Time,12.0,[0]
Update on the development of person-wearable dust monitors,,[0]
Glove fit for firefighters - an accommodation comparison between U.S. NFPA 1971 and European EN 659 glove size schemes with a contemporary (CAESAR) anthropometric hand size database,,[0]
Microbe Exposure and the Occurrence of Antibodies against the Exposing Microbes among Wood Workers in Cellulose Industry,,[0]
DDoS Botnet Prevention using Blockchain in Software Defined Internet of Things,5.0,[0]
Whole body vibration exposures and seat effective amplitude transmissibilities of air suspension seat in different bus designs,,[0]
FakeChain: A Blockchain Architecture to Ensure Trust in Social Media Networks,14.0,[0]
Industrial hygiene management in the 21st century,,[0]
Does Gamification Work? -- A Literature Review of Empirical Studies on Gamification,10.0,[0]
Application of analytic wavelet transform to transient signal analyses,,[0]
"Proceedings of the 32nd Annual Institute on Mining Health, Safety and Research, Salt Lake City, Utah, August 5-7, 2001",,[0]
"HyperAtlas, un outil d'aide à la prise de décision politique pour l'aménagement du territoire",8.0,[0]
A Comparison of the Profusion and Type of Small Opacities Reported with the 1980 and 1971 ILO Classifications using Readings from the Coalworkers' X-ray Surveillance Program,,[0]
