col0,col1,"Metadata:CTA:[0],CPA:[[0, 1]]"
I himmelen,"I himmelen, i himmelen","[0, 1]"
Julvisa,"Giv mig ej glans, ej guld, ej prakt","[0, 1]"
Stilla natt,Stille Nacht Heilige Nacht,"[0, 1]"
Stilla natt,Stille Nacht Heilige Nacht,"[0, 1]"
Stilla natt,Stille Nacht Heilige Nacht,"[0, 1]"
The Confrontation,Confrontation,"[0, 1]"
Let it Go,Let It Go,"[0, 1]"
Danse Macabre,Danse macabre,"[0, 1]"
Hall of the Mountain King,In the Hall of the Mountain King,"[0, 1]"
Maru (Orbital remix),Maru,"[0, 1]"
Oh Holy Night,"Minuit, chrétiens","[0, 1]"
Ob-La-Di Ob-La-Da,"Ob-La-Di, Ob-La-Da","[0, 1]"
Hush,Hush,"[0, 1]"
How it Begins,How it Begins,"[0, 1]"
