col0,col1,col2,"Metadata:CTA:[0],CPA:[[0, 1], [0, 2]]"
NSVS 1701206,23.8143964460381,59.9696389531815,[0]
[HSP2011] 071,308.1096859313921,41.4026679002874,[0]
[SS2011] W4,198.224917,18.163611,[0]
HD 287039,71.5818525095927,12.7447819550515,[0]
V743 Andromedae,22.08128464941,34.14150645021,[0]
KIC 60024523,3.6786071432579,-5.215170805126,[0]
MT Andromedae,36.77017430052,40.0578025905,[0]
OS Aquarii,321.41331924953,-13.53851515248,[0]
V* V596 Lac,343.0294940145,51.6834236259,[0]
V622 Hydrae,129.55380106216,2.99279169819,[0]
NSVS 8545410,304.7904282933733,28.8347636471197,[0]
WVSC 173,277.1386986911949,1.7209414972762,[0]
IZ Geminorum,97.35813640141,16.97815272887,[0]
WVSC 115,276.7424735688421,4.544252076728,[0]
