col0,col1,"Metadata:CTA:[0],CPA:[[0, 1]]"
[VSR2011] UDS10,1.6203,[0]
[VSR2011] UDS12,1.621,[0]
[VSR2011] UDS21,1.6501,[0]
[VSR2011] UDS15,1.0241,[0]
[VSR2011] UDS17,1.7315,[0]
[VSR2011] UDS13,1.6708,[0]
[VSR2011] GSD3,1.6476,[0]
[VSR2011] GSD6,1.7533,[0]
[VSR2011] UDS1,1.766,[0]
[VSR2011] GSD12,1.5065,[0]
[VSR2011] GSD10,1.7209,[0]
[VSR2011] GSD1,1.6907,[0]
[VSR2011] GSD26,1.6291,[0]
2MASX J15451546+2942144,0.03111,[0]
2MASX J13092167+2944000,0.07893,[0]
[SMR2006] VLA J021816-04551,0.264,[0]
[SMR2006] VLA J021821-05356,0.2765,[0]
PB 9133,0.0325,[0]
Mrk 1470,0.06567,[0]
2XMM J125825.4+344902,0.03368,[0]
HS 0932+3616,0.02646,[0]
2MASS J10235916+2421066,0.2092,[0]
