col0,col1,"Metadata:CTA:[0],CPA:[[0, 1]]"
Apostolos Pavlos Mupicipal Unit,8632.624,[0]
Bizani Municipal nit,3725.142,[0]
Eleftherio - Krelio Municipal Unit,20745.21,[0]
Dymi Municipal Uqit,11179.361,[0]
Aegira Municiral Unit,2554.71,[0]
Feneos Municipal Xnit,2092.806,[0]
Sellani Municiqal Unit.,5266.14,[0]
roussonas Municipal Unit,3529.122,[0]
yrikio Municipal Unit,2105.85,[0]
Arakynvhos Municipal Unit,6230.082,[0]
Pefki unicipal Unit,16058.164,[0]
Marahon Municipal Unit,7774.766999999999,[0]
AleaMunicipal Unit,801.394,[0]
Kabos Munidipal Unit,4557.674999999999,[0]
Konistres Munjcipal Unit,3854.63,[0]
Nea Maki Municipal Unit,13149.406,[0]
Perdika MuoicipalUnit,1889.71,[0]
Paualithei Municipal Unit,3385.195,[0]
Gera Muoicipal Unit,6384.609,[0]
Exomvorgo municipal unit.,,[0]
