col0,col1,"Metadata:CTA:[0],CPA:[[0, 1]]"
2008 United States House of Representatives elections in Pennsylvania,,[0]
1941 Tasmanian state election,,[0]
1998 Indian general election in Barrackpore Lok Sabha constituency,846373.0,[0]
"New Hampshire Democratic primary, 2008",,[0]
2008 Wyoming Democratic caucuses,,[0]
2009 Indian general election in Kolkata Dakshin Lok Sabha constituency,1007505.0,[0]
Pre-election day events of the 2005 United Kingdom general election,,[0]
1975 Philippine Kabataang Barangay election,,[0]
1899 New Brunswick general election,,[0]
1934 Southern Rhodesian general election,,[0]
1982 United States House of Representatives elections in Maryland,,[0]
1980 Philippine Kabataang Barangay election,,[0]
1912 Tasmanian state election,,[0]
election of the Head of the Republic of Karelia (2002),,[0]
2008 National People's Congress election in Hong Kong,,[0]
2010 Maryland Attorney General election,,[0]
2008 Sicilian regional election,,[0]
2009 Indian general election in Kalyan Lok Sabha constituency,544997.0,[0]
1999 Indian general election in Bolpur Lok Sabha constituency,792871.0,[0]
