col0,col1,"Metadata:CTA:[0],CPA:[[0, 1]]"
Gedenkstein,60.0,[0]
Gedenkstein,95.0,[0]
Gedenkstein,,[0]
Gedenkstein,,[0]
Gedenkstein,90.0,[0]
Gedenkstein,105.0,[0]
Gedenkstein,58.0,[0]
Gedenkstein,55.0,[0]
Gedenkstein,49.0,[0]
Gedenkstein,,[0]
Gedenkstein,,[0]
Gedenkstein,,[0]
Gedenkstein,60.0,[0]
Gedenkstein,75.0,[0]
Gedenkstein,43.0,[0]
Steinkreuz in Niederndorf,82.0,[0]
Penitence cross 0237,,[0]
"Steinkreuz bei der Autobahnraststätte ""Feucht West""",100.0,[0]
Drei Steinkreuze,,[0]
Penitence cross 0281,,[0]
