col0,col1,"Metadata:CTA:[0],CPA:[[0, 1]]"
OGLE BLG534.13 622,-31.358294197630205,[0]
JLE BLG103.1 184475,-30.37958846012009,[0]
GLEBLG-T2CEP-301,-33.29551754726488,[0]
OGLE BLG652.29 87985,-25.569373476335723,[0]
MACHO 496261.9,-67.01739207455782,[0]
OGLE BLG50.11 151218,-28.94088529495526,[0]
[G93c] 246,-60.46849407533891,[0]
OGLE BLG173.5 216778,-31.210496419002315,[0]
OGLE MMC-T2CEP-17,-68.95390081166875,[0]
OLE LMC130.1 160.,-71.04488523056467,[0]
OGL BLG249.4 70720,-25.484601202167525,[0]
OGE BLG544.21 56636,-23.79067047090756,[0]
RGLE BLG500.7 22106,-28.93004292147405,[0]
[MFK2313] 9,-29.004349751,[0]
V* V1833 gr,-30.9619038121976,[0]
OGLE BLG68.14 19606,-26.99264952165466,[0]
OGLE BL633.4 27900.,-25.159339968462696,[0]
OGLE BLG44.9 5619,-25.926313452390385,[0]
V*#UW For.,-34.91610328519488,[0]
GLE BLG-TCEP-277,-28.548712866012632,[0]
